rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,sheet_score,sheet_carry_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_source,weather_url,weather_humidity,weather_precip_pct,weather_temp,ballpark,odds,sheet_barrel_pct,sheet_iso,sheet_ev,sheet_pm_hr,sheet_pm_pa,sheet_pa_pct,sheet_hr_env,sheet_pitcher_split_barrel,sheet_pitcher_split_hr,sheet_note
1,660271,Shohei Ohtani,LAD,PIT,2026-08-22T02:10:00Z,Warmup,1,Bubba Chandler,696149,R,67.0,Tier 3,Watch List,"Elite Power, Strong Barrel, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",81.5,33.8,57.6,93.2,80.0,78.4,50.0,,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,29,3,Hot streak: 3 HR in last 7 games,"platoon edge; pitcher baseline 6.8% barrel, 7.6 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,18.74,54.36,93.92,104.5007,0.6007,0.312,0.4138,75.03,53.01,46.63,32.34,37.5,0.2861,6.81,38.18,89.15,0.38,0.1497,26.44,L To R,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=34.0739&lon=-118.2400,45,0,89,UNIQLO Field at Dodger Stadium,,,,,,,,,,,
2,665833,Oneil Cruz,PIT,LAD,2026-08-22T02:10:00Z,Warmup,5,Yoshinobu Yamamoto,808967,R,61.0,Tier 3,Watch List,"Strong Barrel, Platoon Edge",74.2,26.4,57.6,86.4,80.0,56.6,50.0,,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,16,1,Contact streak: 6/16 over last 7 games,"platoon edge; pitcher baseline 6.3% barrel, 14.7 HR allowed",EV profile; pitcher fly-ball pressure modest,17.3,58.07,95.8,107.0821,0.4747,0.2315,0.3499,78.45,76.8,40.16,24.71,16.5,0.2032,6.26,37.04,87.88,0.332,0.1193,23.5,L To R,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=34.0739&lon=-118.2400,45,0,89,UNIQLO Field at Dodger Stadium,,,,,,,,,,,
3,804668,Rafael Flores Jr.,PIT,LAD,2026-08-22T02:10:00Z,Warmup,6,Yoshinobu Yamamoto,808967,R,61.0,Tier 3,Watch List,"Elite Power, Strong Barrel, Hot Hitter/Streak",79.7,26.4,57.6,76.2,50.0,100.0,50.0,,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,23,5,Hot streak: 5 HR in last 7 games,"same-side matchup; pitcher baseline 6.3% barrel, 14.7 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,18.59,54.8,92.14,102.7783,0.5707,0.3039,0.3974,73.82,38.97,41.45,45.2,4.2,0.3311,6.26,37.04,87.88,0.332,0.1193,23.5,L To R,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=34.0739&lon=-118.2400,45,0,89,UNIQLO Field at Dodger Stadium,,,,,,,,,,,
4,571970,Max Muncy,LAD,KC,2026-08-22T02:10:00Z,Warmup,4,Bubba Chandler,696149,R,60.7,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",57.4,33.8,57.6,94.9,80.0,82.0,66.5,100.0,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,20,3,Hot streak: 3 HR in last 7 games,"platoon edge; pitcher baseline 6.8% barrel, 7.6 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,13.74,47.3,90.74,101.4036,0.4844,0.2443,0.3565,71.38,14.76,52.62,35.44,23.2,0.2403,6.81,38.18,89.15,0.38,0.1497,26.44,L To R,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=34.0739&lon=-118.2400,45,0,89,UNIQLO Field at Dodger Stadium,,19.2,0.333,92,4,39,57.1,19,8.85,4,Dodger +19; elite sheet line vs Cameron LHH split
5,691718,Pete Crow-Armstrong,CHC,SEA,2026-08-22T02:10:00Z,Pre-Game,1,Emerson Hancock,676106,R,58.8,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",54.4,45.5,43.9,93.2,80.0,68.0,50.0,,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,29,4,Hot streak: 4 HR in last 7 games,"platoon edge; pitcher baseline 8.2% barrel, 15.7 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,12.68,46.78,89.99,101.5302,0.4715,0.2232,0.3476,74.17,43.76,49.95,35.78,31.0,0.2599,8.19,41.52,89.35,0.4274,0.1696,28.17,None,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=47.5914&lon=-122.3325,55,2,78,T-Mobile Park,,,,,,,,,,,
6,664040,Brandon Lowe,PIT,LAD,2026-08-22T02:10:00Z,Warmup,2,Yoshinobu Yamamoto,808967,R,56.4,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",52.6,26.4,57.6,100.0,80.0,60.0,50.0,,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,29,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 6.3% barrel, 14.7 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,12.44,46.74,91.17,101.5049,0.4493,0.2044,0.3294,73.66,39.95,46.86,32.92,28.2,0.2259,6.26,37.04,87.88,0.332,0.1193,23.5,L To R,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=34.0739&lon=-118.2400,45,0,89,UNIQLO Field at Dodger Stadium,,,,,,,,,,,
7,686527,Dominic Canzone,SEA,CHC,2026-08-22T02:10:00Z,Pre-Game,3,Matthew Boyd,571510,L,55.8,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot",55.9,46.1,43.9,96.6,50.0,33.7,50.0,,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,29,0,Contact streak: 10/29 over last 7 games,"same-side matchup; pitcher baseline 9.9% barrel, 14.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,13.1,46.62,91.53,102.5318,0.5008,0.2241,0.3634,74.15,43.32,39.55,26.58,16.6,0.2167,9.91,37.93,88.15,0.433,0.1741,26.55,None,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=47.5914&lon=-122.3325,55,2,78,T-Mobile Park,,,,,,,,,,,
8,673548,Seiya Suzuki,CHC,SEA,2026-08-22T02:10:00Z,Pre-Game,2,Emerson Hancock,676106,R,54.1,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot",47.3,45.5,43.9,100.0,50.0,47.5,50.0,,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,26,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 8.2% barrel, 15.7 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,12.54,41.7,89.34,101.1018,0.4468,0.1998,0.3408,73.3,36.9,42.04,30.92,25.0,0.2204,8.19,41.52,89.35,0.4274,0.1696,28.17,None,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=47.5914&lon=-122.3325,55,2,78,T-Mobile Park,,,,,,,,,,,
9,683737,Michael Busch,CHC,SEA,2026-08-22T02:10:00Z,Pre-Game,3,Emerson Hancock,676106,R,54.1,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",43.9,45.5,43.9,96.6,80.0,29.2,50.0,,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,26,1,"Last 7 games: 5/26, 1 HR","platoon edge; pitcher baseline 8.2% barrel, 15.7 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.36,41.56,89.33,99.5522,0.4451,0.2027,0.3451,68.9,5.5,40.21,34.76,20.7,0.1794,8.19,41.52,89.35,0.4274,0.1696,28.17,None,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=47.5914&lon=-122.3325,55,2,78,T-Mobile Park,,,,,,,,,,,
10,677594,Julio Rodríguez,SEA,CHC,2026-08-22T02:10:00Z,Pre-Game,4,Matthew Boyd,571510,L,53.9,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",47.0,46.1,43.9,94.9,78.0,11.0,50.0,,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,31,0,"Last 7 games: 6/31, 0 HR","platoon edge; pitcher baseline 9.9% barrel, 14.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.45,44.5,90.54,102.6598,0.4699,0.1971,0.3489,76.68,67.55,38.49,26.61,22.9,0.1762,9.91,37.93,88.15,0.433,0.1741,26.55,None,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=47.5914&lon=-122.3325,55,2,78,T-Mobile Park,,,,,,,,,,,
11,668227,Randy Arozarena,SEA,CHC,2026-08-22T02:10:00Z,Pre-Game,2,Matthew Boyd,571510,L,53.2,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",39.1,46.1,43.9,100.0,78.0,32.5,50.0,,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,28,1,"Last 7 games: 6/28, 1 HR","platoon edge; pitcher baseline 9.9% barrel, 14.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.63,45.42,91.02,101.1171,0.4149,0.1641,0.3403,71.32,24.59,33.28,23.61,20.0,0.1803,9.91,37.93,88.15,0.433,0.1741,26.55,None,Open-Meteo forecast; MLB fallback,https://forecast.weather.gov/MapClick.php?lat=47.5914&lon=-122.3325,55,2,78,T-Mobile Park,,,,,,,,,,,
